BugID,Rank
151991,0.20358376470727427
58681,0.137018400890983
39959,0.09460986579332564
47952,0.09106630596779963
50776,0.09084021621950657
121312,0.08938944635151012
71159,0.0880375754241043
152161,0.08521660510655496
122347,0.08447653497573501
164288,0.08366624013696367
102459,0.08276044657301501
42740,0.08217019654060097
61768,0.08132867346382391
58524,0.08108092547681334
203384,0.08034995632699735
58520,0.07942279482156309
51929,0.07918975539071478
109173,0.07775587195371851
382723,0.07749741547137341
228633,0.07676496897541055
40380,0.07610400478213515
269522,0.07562847411147891
43709,0.07562352406867154
101407,0.0746964709914221
314365,0.0741615558062666
285172,0.07270953048410683
122458,0.07196342492057972
150271,0.0714614865960573
149560,0.07073721406018947
108062,0.07024528760091159
140357,0.07003807951074284
269578,0.06976826641600296
61411,0.06916555238628501
282379,0.06915040107765978
220430,0.06846172169618273
73334,0.06780379143669572
339300,0.06696712962908229
114744,0.06676186303791695
354022,0.06670699279896816
155213,0.06613409604230529
192877,0.066051854548227
148911,0.06538203767780545
132160,0.0653564432909571
141956,0.0653226087944461
116305,0.06517112521232739
391384,0.06474539310617006
398588,0.06467275807304936
101411,0.0646197363950609
30026,0.06461042858323433
71878,0.06438554427708165
230817,0.06374863945749776
238666,0.06368916390329049
99125,0.06251949116964241
112615,0.062421516484996165
125657,0.061871777534851485
72154,0.06169085792183045
108826,0.06166037326863224
108120,0.06149150748372255
76055,0.06148755350866278
148409,0.061410646096403544
75568,0.061346366778124564
131505,0.06117094802385751
148972,0.0610498640794956
279120,0.06080912837742241
118337,0.060601747344021226
124803,0.060542561604902
318878,0.060517311191609226
339974,0.05984056291312992
72157,0.05978336327602546
82340,0.05971140840987284
86832,0.05922653692891468
134541,0.05890910871698278
43783,0.058207319273162195
40534,0.058044938614154724
83626,0.057921439409026075
368046,0.05784753285513156
108117,0.05752279811774193
151938,0.05718437555332723
131933,0.057175425130135446
149293,0.05700615880645456
36564,0.05699515370131612
336997,0.05695540027000422
147711,0.0566877598206021
39626,0.05639293261876205
83565,0.056387106588138856
91858,0.05632003751536911
132087,0.05616588885501744
57436,0.055967827822824875
109486,0.05580399489206471
237962,0.05571427524098055
123612,0.05567043481263929
38824,0.05563341285817082
193348,0.0556018101007123
103740,0.054972908301654674
123901,0.05480726425560974
125809,0.05468088822487667
83303,0.05451852569438637
119353,0.054335267252506814
349636,0.0542951033360181
348979,0.054021926442234885
54965,0.053603440799031336
51320,0.053243858722481135
83935,0.05319815176393731
88652,0.053153193642754636
135001,0.05303427276557264
209372,0.052979474562049475
148737,0.05294752385684066
117614,0.05277271444104305
142466,0.05264122867250358
163802,0.052625348115762326
171667,0.052584994815222115
67592,0.05242446645609691
120401,0.05241656749089639
352389,0.052094714720853814
132926,0.05198905120194938
376139,0.05147212165217469
59909,0.05145802535027606
44191,0.05124346628095714
155347,0.05120979111035103
122248,0.05120126931431803
165148,0.05112069849889462
88900,0.051034802403034187
115607,0.050900077747503505
91267,0.05088006470803912
170102,0.050798669566185436
371998,0.050642194744394575
136585,0.05052229458978299
72671,0.05007111296653399
84122,0.049954644373526876
82062,0.04984264871934692
35725,0.04947840507008016
152979,0.04922578931044008
362956,0.049103101738776765
122417,0.049040072858889915
161502,0.04899690880110475
31460,0.04898154732777378
322832,0.04893599325105772
80249,0.04884249792509644
119882,0.04872973654589092
29959,0.04863168775625562
131932,0.04856181240094491
111915,0.04845246967168309
71723,0.0484092915137383
111667,0.048388648272772394
158412,0.04821922284704742
102212,0.04819417702424372
138223,0.04805818665828804
28974,0.04788858680324265
155148,0.047761317351329255
132130,0.04766223225394151
269902,0.04762316677846463
39974,0.047473616441857686
320468,0.04725748839866888
231467,0.0472025957438324
148786,0.04687995573323386
55134,0.04666456936552536
